id,nome,email,telefone,data_nascimento,cidade,estado,cep,renda_mensal,data_compra_mais_recente,valor_compra_mais_recente,ativo,categoria_cliente
539,Karen Almeida,karenalmeida@hotmail.com,67944554268,21/12/1966,  Goiania  ,CE,97448341,"600,00",10/12/2024,"600,00",NAO,Silver
540,Eduarda Hernandez,eduardahernandez@gmail.com,31916819987,14/04/1948,Fortaleza,MG,99288911,"600,00",24/08/2025,"600,00",NAO,Gold
541,Zuleica Ibrahim,zuleicaibrahim@empresa.com.br,86945399864,03/09/1974,Curitiba,CE,93995713,"600,00",19/08/2025,"600,00",SIM,Bronze
542,Diego Uchoa,diegouchoa@outlook.com,21929394208,02/07/2000,Manaus,PA,85043704,nan,28/07/2024,"600,00",SIM,Platinum
543,Rafael Ferreira,rafaelferreira@yahoo.com.br,47968002776,01/31/1998,Florianopolis,BA,94714435,"600,00",08/04/2025,"600,00",SIM,Silver
544,Xavier Zanetti,xavierzanetti@gmail.com,85914912889,01/04/1995,Sao Paulo,GO,96972184,"600,00",17/08/2025,"600,00",SIM,Bronze
545,Tiago Ribeiro,tiagoribeiro@hotmail.com,31942545278,13/10/1964,  Florianopolis  ,CE,90546471,"600,00",28/03/2025,"600,00",SIM,Bronze
546,Yasmin Almeida,yasminalmeida@gmail.com,51995982328,04/02/2003,Londrina,SP,90251388,"600,00",27/01/2024,"600,00",SIM,Gold
547,Felipe Cardoso,felipecardoso@hotmail.com,86985562255,16/01/1979,Manaus,DF,99634050,"600,00",21/03/2025,"600,00",SIM,Bronze
548,Lucas Xavier,lucasxavier@empresa.com.br,84924455414,04/10/1960,Belem,PR,81737416,"600,00",12/02/2024,"600,00",SIM,Platinum
549,Zuleica Almeida,zuleicaalmeida@empresa.com.br,21920057417,14/02/2001,Belo Horizonte,BA,88159528,"600,00",30/06/2024,"600,00",NAO,Platinum
550,Henrique Esteves,henriqueesteves@hotmail.com,51985476038,26May1992,Curitiba,PE,81336841,"600,00",13/11/2024,"600,00",NAO,Platinum
551,Lucas Yamamoto,lucasyamamoto@gmail.com,81955699904,25Feb1987,Recife,GO,87401748,"600,00",13/10/2024,"600,00",SIM,Bronze
552,Iara Klein,iaraklein@hotmail.com,79906155746,06/08/1962,Manaus,MG,87270826,"600,00",18/11/2024,"600,00",NAO,Platinum
553,Xavier Zanetti,xavierzanetti@gmail.com,61980704551,23/11/1951,Belem,PR,83123472,"600,00",01/06/2025,"600,00",NAO,Platinum
554,Ana Almeida,anaalmeida@hotmail.com,41954817799,16May1987,Joinville,MG,80100903,"600,00",17/10/2024,"600,00",NAO,Platinum
555,Bruno Cardoso,brunocardoso@gmail.com,71917839834,01/07/1957,Brasilia,SC,82408245,"600,00",10/06/2024,"600,00",SIM,Silver
556,Wagner Xavier,wagnerxavier@outlook.com,21960101348,27/03/2007,Brasilia,DF,86322895,"600,00",11/05/2024,"600,00",SIM,Bronze
557,Carla Yamamoto,carlayamamoto@hotmail.com,61916373875,15/06/1961,Belem,PE,98395659,"600,00",12/05/2025,"600,00",NAO,Platinum
558,Bruno Duarte,"brunoduarte@empresa,com,br",61956135889,17/11/2002,  Joinville  ,PR,94795707,"600,00",07/05/2024,"600,00",NAO,Gold
559,Wagner Cardoso,wagnercardoso@outlook.com,85941813713,08/02/1994,Campinas,AM,84757548,"600,00",12/04/2025,"600,00",SIM,Gold
560,Sonia Duarte,soniaduarte@empresa.com.br,61928694119,08/05/1995,Fortaleza,RJ,85079407,"600,00",26/02/2024,"600,00",SIM,Platinum
561,Felipe Xavier,felipexavier@empresa.com.br,62953376927,11/04/1945,  Joinville  ,BA,80981562,"600,00",30/04/2024,"600,00",SIM,Gold
562,Eduarda Nogueira,eduardanogueira@gmail.com,84911924549,01/06/1992,  Campinas  ,PA,93063554,"600,00",03/05/2024,"600,00",NAO,Gold
563,Bruno Almeida,brunoalmeida@hotmail.com,91971147400,17/02/1963,  Sao Paulo  ,DF,81570968,"600,00",16/07/2024,"600,00",NAO,Bronze
564,Tiago Cardoso,tiagocardoso@outlook.com,91932098263,27/03/1969,  Porto Alegre  ,SC,85318059,"600,00",27/03/2025,"600,00",SIM,Platinum
565,Vitoria Esteves,"vitoriaesteves@outlook,com",86977687299,01/04/1992,Rio de Janeiro,RS,87605091,"600,00",18/07/2024,"600,00",NAO,Platinum
566,Lucas Mendes,lucasmendes@empresa.com.br,51916652287,19/01/1991,  Brasilia  ,DF,83973194,"600,00",22/05/2025,"600,00",NAO,Platinum
567,Bruno Xavier,brunoxavier@empresa.com.br,91907042548,27/09/1980,Sao Paulo,MG,86116076,"600,00",25/05/2024,"600,00",NAO,Silver
568,Rafael Ferreira,rafaelferreira@hotmail.com,92955729049,21/10/1966,Maringa,PE,80955346,"600,00",30/06/2024,"600,00",NAO,Platinum
569,Sonia Ribeiro,soniaribeiro@yahoo.com.br,86910007597,03/10/1977,Brasilia,DF,87337644,"600,00",27/05/2024,"600,00",SIM,Silver
570,Lucas Almeida,lucasalmeida@empresa.com.br,83993293463,12/12/1995,  Florianopolis  ,AM,87707440,"600,00",31/08/2025,"600,00",SIM,Gold
571,Eduarda Barbosa,eduardabarbosa@gmail.com,92970965108,12/14/1990,Porto Alegre,AM,97881519,"600,00",27/03/2024,"600,00",NAO,Platinum
572,Lucas Ferreira,lucasferreira@empresa.com.br,51904298405,10/07/1999,Rio de Janeiro,SP,85043857,"600,00",08/07/2025,"600,00",SIM,Platinum
573,Zuleica Uchoa,"zuleicauchoa@empresa,com,br",62960401849,01/08/2000,Curitiba,SC,85502286,"600,00",05/08/2025,"600,00",SIM,Bronze
574,Felipe Queiroz,felipequeiroz@empresa.com.br,71930425040,15/05/1996,Salvador,MG,86114545,"600,00",17/06/2024,"600,00",NAO,Gold
575,Mariana Ferreira,marianaferreira@hotmail.com,62956259679,06/02/1980,  Goiania  ,BA,98306332,"600,00",16/05/2025,"600,00",SIM,Platinum
576,Henrique Almeida,henriquealmeida@empresa.com.br,31918548884,05/03/1966,Sao Paulo,GO,90078090,"600,00",29/03/2024,"600,00",NAO,Platinum
577,Xavier Ferreira,xavierferreira@hotmail.com,91915954901,18/07/2007,  Belem  ,AM,94962392,"600,00",30/03/2024,"600,00",NAO,Silver
578,Bruno Teixeira,brunoteixeira370@hotmail.com,91986306706,28/03/1950,Porto Alegre,BA,97659452,"600,00",20/08/2025,"600,00",SIM,Platinum
579,Xavier Vieira,xaviervieira@outlook.com,79947193912,13/04/1947,Belo Horizonte,DF,90054381,"600,00",07/01/2024,"600,00",SIM,Silver
580,Ulisses Duarte,ulissesduarte349@outlook.com,91933437974,06May2000,Belo Horizonte,RS,93863459,"600,00",17/05/2025,"600,00",NAO,Silver
581,Xavier Almeida,,71934262140,31/01/1962,Florianopolis,DF,83034060,"600,00",26/05/2024,"600,00",SIM,Gold
582,Felipe Goncalves,felipegoncalves@yahoo.com.br,83984982426,10/05/1968,Florianopolis,CE,85071883,"600,00",29/09/2024,"600,00",SIM,Platinum
583,Vitoria Xavier,vitoriaxavier@empresa.com.br,51972012981,06/29/1964,Rio de Janeiro,MG,85653158,"600,00",09/07/2024,"600,00",NAO,Silver
584,Diego Xavier,diegoxavier@outlook.com,62990623357,18/06/1993,Belem,GO,96026742,"600,00",11/11/2024,"600,00",SIM,Bronze
585,Joao Hernandez,joaohernandez@empresa.com.br,86919083956,09/04/1951,  Maringa  ,AM,83686219,"600,00",09/09/2024,"600,00",NAO,Platinum
586,Quesia Hernandez,quesiahernandez@gmail.com,81965061889,03/06/1999,Sao Paulo,RS,86900709,"600,00",02/06/2025,"600,00",NAO,Gold
587,Ulisses Ribeiro,ulissesribeiro@gmail.com,21933091284,25/06/1996,Fortaleza,PA,98694920,"600,00",09/03/2024,"600,00",SIM,Silver
588,Xavier Silva,xaviersilva@gmail.com,91931591928,08/13/2006,Curitiba,CE,84945749,"600,00",27/04/2024,"600,00",SIM,Bronze
589,Otavio Nogueira,otavionogueira@hotmail.com,31918992846,12/11/1947,Porto Alegre,PR,88148202,"600,00",17/12/2024,"600,00",SIM,Platinum
590,Mariana Klein,marianaklein@gmail.com,nan,05Feb1995,Manaus,SP,84411153,"600,00",23/05/2024,"600,00",SIM,Gold
591,Lucas Lima,lucaslima@gmail.com,61993206656,15/09/1985,Londrina,DF,97682375,"600,00",14/07/2024,"600,00",NAO,Gold
592,Carla Xavier,carlaxavier@gmail.com,41959283653,09/07/1950,Londrina,RJ,93511233,"600,00",28/03/2024,"600,00",SIM,Bronze
593,Karen Ibrahim,karenibrahim@hotmail.com,62946761530,28May2002,Curitiba,PE,94510604,"600,00",11/11/2024,"600,00",NAO,Gold
594,Henrique Ibrahim,henriqueibrahim@gmail.com,11918111722,05/08/1963,Belo Horizonte,BA,94723408,"600,00",26/02/2025,"600,00",NAO,Bronze
595,Ana Queiroz,anaqueiroz@outlook.com,41956151996,01/11/1949,  Joinville  ,CE,91833993,"600,00",06/12/2024,"600,00",SIM,Gold
596,Wagner Goncalves,wagnergoncalves@empresa.com.br,81973207978,29/06/1945,Salvador,MG,94400944,"600,00",24/07/2024,"600,00",SIM,Silver
597,Sonia Cardoso,soniacardoso@hotmail.com,67966027796,16/07/1949,Belem,PR,80643766,"600,00",23/04/2025,"600,00",SIM,Bronze
598,Wagner Silva,wagnersilva@outlook.com,31951883820,31/07/1989,  Joinville  ,AM,86509474,"600,00",25/06/2025,"600,00",NAO,Bronze
599,Joao Duarte,joaoduarte@yahoo.com.br,21979468862,03/06/1961,Fortaleza,DF,94616826,"600,00",11/06/2025,"600,00",SIM,Bronze
600,Vitoria Esteves,vitoriaesteves@yahoo.com.br,51917312458,07/13/1953,Florianopolis,PA,84803918,"600,00",26/03/2024,"600,00",NAO,Platinum
601,Ulisses Silva,"ulissessilva@empresa,com,br",92965375260,14/01/1991,Florianopolis,CE,80377552,"600,00",26/03/2025,"600,00",NAO,Platinum
602,Paula Vieira,paulavieira@hotmail.com,83914992376,27/10/1998,Londrina,AM,98959965,"600,00",31/05/2025,"600,00",NAO,Platinum
603,Sonia Lima,sonialima@gmail.com,84918436809,09/02/1965,Fortaleza,RS,85954299,"600,00",28/12/2024,"600,00",NAO,Platinum
604,Tiago Mendes,,67974229383,17/08/1979,  Maringa  ,BA,89018555,"600,00",30/12/2024,"600,00",NAO,Platinum
605,Iara Ribeiro,iararibeiro447@empresa.com.br,67964748856,12/24/1946,Joinville,AM,83701600,"600,00",01/04/2024,"600,00",NAO,Silver
606,Ulisses Ferreira,ulissesferreira@hotmail.com,84900066598,21/06/1953,Sao Paulo,SC,89898507,"600,00",23/01/2024,"600,00",NAO,Gold
607,Gabriela Watanabe,gabrielawatanabe@gmail.com,86979332070,01/18/1994,Salvador,AM,83175278,"600,00",03/01/2024,"600,00",NAO,Silver
608,Karen Teixeira,karenteixeira@yahoo.com.br,92940797485,09/01/1973,Maringa,BA,83625127,"600,00",25/08/2025,"600,00",NAO,Bronze
609,Paula Lima,,nan,07/02/2003,Brasilia,SC,99644057,"600,00",16/08/2025,"600,00",NAO,Gold
610,Zuleica Esteves,zuleicaesteves943@empresa.com.br,83944888125,16/04/1946,Sao Paulo,PE,97613913,"600,00",07/01/2025,"600,00",NAO,Gold
611,Gabriela Zanetti,"gabrielazanetti@empresa,com,br",81942287626,23/09/1954,Florianopolis,SC,93942164,"600,00",21/12/2024,"600,00",SIM,Bronze
612,Otavio Nogueira,otavionogueira@yahoo.com.br,79911037392,28/02/1990,Florianopolis,SP,80200778,"600,00",13/06/2025,"600,00",SIM,Bronze
613,Paula Watanabe,paulawatanabe@empresa.com.br,81972751223,19/03/1958,Campinas,RJ,87497753,"600,00",24/02/2024,"600,00",SIM,Gold
614,Mariana Yamamoto,marianayamamoto@yahoo.com.br,81943379422,04/02/1974,Belo Horizonte,GO,88338312,"600,00",01/10/2024,"600,00",SIM,Platinum
615,Carla Duarte,carladuarte@hotmail.com,92980482390,23/11/1988,Brasilia,MG,82384919,"600,00",22/07/2025,"600,00",SIM,Silver
616,Tiago Zanetti,tiagozanetti@hotmail.com,61905437334,12/07/1968,Fortaleza,BA,81171878,"600,00",04/12/2024,"600,00",SIM,Bronze
617,Mariana Oliveira,marianaoliveira@outlook.com,51945685163,11/12/1963,Goiania,PE,98103109,"600,00",08/03/2024,"600,00",NAO,Platinum
618,Henrique Uchoa,henriqueuchoa@hotmail.com,67988287324,12/16/2006,Campinas,BA,83429280,"600,00",18/11/2024,"600,00",SIM,Platinum
619,Xavier Teixeira,xavierteixeira@yahoo.com.br,61991214709,02/11/1955,Joinville,AM,96943887,"600,00",05/02/2025,"600,00",NAO,Silver
620,Diego Barbosa,diegobarbosa@gmail.com,31985527323,03/29/2005,  Belo Horizonte  ,PR,80367560,"600,00",07/05/2025,"600,00",SIM,Bronze
621,Xavier Hernandez,xavierhernandez@outlook.com,31996609361,30/06/1962,Salvador,DF,80119203,"600,00",25/08/2025,"600,00",NAO,Bronze
622,Ana Lima,analima@outlook.com,85912216429,07/02/1969,Sao Paulo,PA,82958720,"600,00",06/02/2025,"600,00",SIM,Bronze
623,Rafael Klein,,86906879565,13/09/1994,Recife,BA,92727621,"600,00",04/08/2025,"600,00",SIM,Silver
624,Ulisses Silva,ulissessilva@empresa.com.br,31959651501,10/10/1985,Campinas,CE,82850135,"600,00",31/08/2025,"600,00",SIM,Bronze
625,Quesia Silva,quesiasilva@hotmail.com,11993657038,27/04/1986,Maringa,BA,89725394,"600,00",02/04/2024,"600,00",SIM,Platinum
626,Rafael Esteves,rafaelesteves@empresa.com.br,67929003665,16/10/1949,Londrina,AM,98138354,"600,00",10/01/2025,"600,00",SIM,Bronze
627,Quesia Esteves,quesiaesteves@empresa.com.br,11994121295,06/09/1969,Brasilia,GO,85820515,"600,00",04/08/2024,"600,00",SIM,Platinum
628,Ana Barbosa,,51942898415,12/03/1988,  Campinas  ,BA,83806588,"600,00",25/12/2024,"600,00",SIM,Bronze
629,Vitoria Cardoso,vitoriacardoso@yahoo.com.br,62972181872,01/03/1973,  Sao Paulo  ,SP,98408728,"600,00",10/05/2025,"600,00",NAO,Gold
630,Otavio Nogueira,otavionogueira@empresa.com.br,67945718736,16/07/1987,Rio de Janeiro,DF,81163264,"600,00",05/07/2025,"600,00",NAO,Bronze
631,Vitoria Ferreira,vitoriaferreira@outlook.com,81971735194,05/06/1950,Fortaleza,RJ,94673198,"600,00",12/07/2025,"600,00",SIM,Platinum
632,Rafael Queiroz,rafaelqueiroz@outlook.com,71966503259,20/04/1980,  Belem  ,CE,93011163,"600,00",09/12/2024,"600,00",NAO,Gold
633,Karen Yamamoto,karenyamamoto@gmail.com,nan,10/08/2006,Maringa,PE,81768703,"600,00",29/10/2024,"600,00",NAO,Platinum
634,Henrique Klein,henriqueklein@outlook.com,11913543215,13/12/1945,Belem,AM,91051219,"600,00",21/02/2024,"600,00",NAO,Bronze
635,Vitoria Vieira,vitoriavieira@yahoo.com.br,nan,11/06/1949,Recife,CE,87556682,"600,00",27/08/2025,"600,00",NAO,Bronze
636,Tiago Goncalves,tiagogoncalves@gmail.com,67957053065,06/18/1951,  Campinas  ,AM,97873367,"600,00",06/04/2024,"600,00",NAO,Silver
637,Bruno Lima,brunolima@gmail.com,11903147517,29/07/1968,  Sao Paulo  ,PE,84106733,"600,00",04/09/2024,"600,00",SIM,Gold
638,Wagner Lima,"wagnerlima@gmail,com",51954756375,17/01/1979,Goiania,SP,95052550,"600,00",04/02/2025,"600,00",SIM,Bronze
639,Yasmin Esteves,yasminesteves@hotmail.com,21993601652,07/04/1945,Campinas,PR,80456155,"600,00",27/02/2025,"600,00",SIM,Silver
640,Tiago Almeida,tiagoalmeida@outlook.com,92988978391,18/12/1972,  Florianopolis  ,AM,80277905,"600,00",24/08/2024,"600,00",SIM,Silver
641,Otavio Almeida,"otavioalmeida@hotmail,com",81926554697,01/19/2003,Curitiba,PE,97113586,"600,00",24/06/2024,"600,00",NAO,Bronze
642,Yasmin Duarte,yasminduarte@hotmail.com,79993228598,13/05/1991,Florianopolis,SP,82200560,"600,00",13/12/2024,"600,00",NAO,Silver
643,Felipe Zanetti,felipezanetti@outlook.com,41984193262,03/06/1964,Londrina,PR,85095060,"600,00",10/05/2024,"600,00",NAO,Silver
644,Eduarda Xavier,eduardaxavier@gmail.com,61901673073,07/11/1969,  Curitiba  ,PA,91769870,"600,00",14/05/2024,"600,00",NAO,Platinum
645,Yasmin Yamamoto,,83932281047,21/06/1984,Sao Paulo,DF,84326786,"600,00",11/02/2025,"600,00",NAO,Silver
646,Vitoria Xavier,vitoriaxavier@outlook.com,51995369698,01/01/1951,Curitiba,GO,83883429,"600,00",15/06/2024,"600,00",NAO,Silver
647,Nataly Mendes,natalymendes@gmail.com,31993449390,09/11/2003,Sao Paulo,RS,99813788,nan,17/03/2025,"600,00",NAO,Gold
648,Mariana Ferreira,marianaferreira@hotmail.com,41914495841,23/05/2007,Campinas,GO,97491752,"600,00",03/06/2024,"600,00",SIM,Bronze
649,Nataly Esteves,natalyesteves@outlook.com,83943194614,30/09/1961,Fortaleza,GO,88045266,"600,00",08/01/2025,"600,00",NAO,Silver
650,Wagner Lima,wagnerlima737@empresa.com.br,85963965400,20/11/1962,Maringa,GO,92878395,"600,00",23/03/2025,"600,00",NAO,Gold
651,Gabriela Ibrahim,gabrielaibrahim@hotmail.com,11993826440,19/06/1998,Manaus,SC,89898864,nan,15/01/2025,"600,00",SIM,Platinum
652,Iara Esteves,iaraesteves@empresa.com.br,71908625338,03/01/1972,Recife,RJ,98565422,"600,00",06/08/2024,"600,00",SIM,Platinum
653,Ana Almeida,anaalmeida@gmail.com,51923272970,13/01/1959,  Maringa  ,BA,96563816,"600,00",13/10/2024,"600,00",SIM,Platinum
654,Diego Pereira,diegopereira@hotmail.com,91967326594,17/10/1996,Fortaleza,CE,95336003,"600,00",27/11/2024,"600,00",NAO,Silver
655,Wagner Lima,wagnerlima@yahoo.com.br,81953329505,27/06/1956,  Sao Paulo  ,RJ,93940027,"600,00",23/11/2024,"600,00",NAO,Bronze
656,Gabriela Yamamoto,gabrielayamamoto@gmail.com,41932457194,30/11/1998,Porto Alegre,PE,92239989,"600,00",11/05/2025,"600,00",NAO,Silver
657,Eduarda Ferreira,eduardaferreira@yahoo.com.br,51900235707,21/12/1982,Fortaleza,MG,83002929,"600,00",24/12/2024,"600,00",NAO,Platinum
658,Zuleica Duarte,zuleicaduarte@hotmail.com,11980503042,10/22/2005,Goiania,BA,94245945,"600,00",06/07/2024,"600,00",NAO,Platinum
659,Karen Oliveira,karenoliveira@hotmail.com,47923203644,01/20/1976,Belo Horizonte,RS,91591414,"600,00",02/08/2025,"600,00",SIM,Silver
660,Lucas Uchoa,lucasuchoa@yahoo.com.br,86940082092,19/05/1954,Sao Paulo,PA,83998668,"600,00",18/11/2024,"600,00",SIM,Gold
661,Felipe Mendes,felipemendes@empresa.com.br,86959867326,07/23/1967,Salvador,PR,82833438,"600,00",27/06/2024,"600,00",NAO,Gold
662,Karen Nogueira,karennogueira@empresa.com.br,61996816259,20/04/1957,Goiania,PR,96257098,"600,00",21/03/2025,"600,00",SIM,Bronze
663,Henrique Yamamoto,henriqueyamamoto@empresa.com.br,83905959572,02/01/1999,Florianopolis,CE,91112712,"600,00",02/02/2025,"600,00",SIM,Platinum
664,Henrique Uchoa,henriqueuchoa@empresa.com.br,41998732502,22/02/2002,Belem,PR,83966600,"600,00",07/05/2024,"600,00",SIM,Silver
665,Joao Silva,joaosilva@outlook.com,84991958606,18/03/1998,Campinas,RS,91388436,"600,00",01/04/2024,"600,00",NAO,Platinum
666,Lucas Klein,,67992577989,04/28/1957,Maringa,SP,92155607,"600,00",16/08/2024,"600,00",NAO,Bronze
667,Otavio Nogueira,otavionogueira@yahoo.com.br,71985936495,23/08/1974,Manaus,PE,88434804,"600,00",26/10/2024,"600,00",NAO,Gold
668,Sonia Hernandez,soniahernandez@hotmail.com,85946704709,09/02/1958,Campinas,BA,99839740,"600,00",02/12/2024,"600,00",SIM,Silver
669,Yasmin Queiroz,yasminqueiroz@outlook.com,85921142002,11/07/1991,Londrina,CE,99189135,"600,00",26/02/2025,"600,00",NAO,Platinum
670,Nataly Jardim,natalyjardim@gmail.com,11923176828,12/17/1976,Belo Horizonte,CE,95445986,"600,00",05/02/2025,"600,00",NAO,Gold
671,Gabriela Cardoso,gabrielacardoso@outlook.com,83963554625,03Feb1962,  Goiania  ,MG,90158468,"600,00",18/05/2024,"600,00",NAO,Silver
672,Vitoria Oliveira,vitoriaoliveira@yahoo.com.br,83988511459,03/22/1979,Belem,RJ,94357910,"600,00",05/06/2024,"600,00",NAO,Platinum
673,Karen Barbosa,karenbarbosa@empresa.com.br,51926535592,14/01/1963,Florianopolis,SC,84466016,"600,00",05/06/2024,"600,00",NAO,Bronze
674,Henrique Almeida,henriquealmeida@outlook.com,41970088475,09/12/1999,Curitiba,PE,89109657,"600,00",18/11/2024,"600,00",SIM,Silver
675,Sonia Ribeiro,soniaribeiro278@yahoo.com.br,47907643081,25Feb1953,Rio de Janeiro,DF,81707902,"600,00",16/06/2024,"600,00",SIM,Gold
676,Vitoria Ribeiro,vitoriaribeiro@gmail.com,86952615267,05/27/2002,Florianopolis,PR,91124517,"600,00",27/03/2025,"600,00",NAO,Silver
677,Sonia Zanetti,soniazanetti@yahoo.com.br,91924155053,12/12/1953,Recife,DF,96826042,"600,00",18/02/2024,"600,00",SIM,Platinum
678,Tiago Barbosa,tiagobarbosa845@gmail.com,21936953474,25/10/1954,Salvador,RJ,88340255,"600,00",28/06/2024,"600,00",NAO,Platinum
679,Eduarda Duarte,eduardaduarte@yahoo.com.br,nan,23/09/1984,Recife,RS,80384277,"600,00",15/06/2025,"600,00",SIM,Gold
680,Yasmin Queiroz,yasminqueiroz@gmail.com,85981405216,17/08/1998,Florianopolis,PA,95537326,"600,00",01/10/2024,"600,00",NAO,Platinum
681,Mariana Lima,marianalima@hotmail.com,51924725683,05/02/1973,Campinas,RJ,93389176,"600,00",22/03/2025,"600,00",NAO,Silver
682,Mariana Cardoso,marianacardoso685@outlook.com,41931874354,02/02/1959,  Sao Paulo  ,AM,85665800,"600,00",26/03/2024,"600,00",SIM,Bronze
683,Lucas Ribeiro,lucasribeiro@yahoo.com.br,71901382703,01/10/1972,Belem,BA,98678950,"600,00",01/01/2024,"600,00",SIM,Silver
684,Karen Queiroz,karenqueiroz@yahoo.com.br,71919458132,16/02/1984,Manaus,SP,82095046,"600,00",16/07/2024,"600,00",SIM,Gold
685,Xavier Pereira,xavierpereira@empresa.com.br,86973153513,01/02/1991,Salvador,BA,94155432,"600,00",16/07/2025,"600,00",SIM,Silver
686,Lucas Goncalves,lucasgoncalves@empresa.com.br,41900636271,04/03/1945,Florianopolis,BA,81954461,"600,00",14/06/2024,"600,00",SIM,Bronze
687,Henrique Hernandez,henriquehernandez@empresa.com.br,83933394514,09/02/1981,Rio de Janeiro,PA,83560000,"600,00",17/04/2024,"600,00",SIM,Gold
688,Henrique Watanabe,henriquewatanabe@gmail.com,62957234061,08/04/1988,Rio de Janeiro,SC,80205650,"600,00",14/02/2024,"600,00",NAO,Silver
689,Yasmin Cardoso,yasmincardoso@yahoo.com.br,91918136772,27/12/1960,Fortaleza,RS,92079712,"600,00",03/06/2024,"600,00",SIM,Platinum
690,Sonia Duarte,soniaduarte@yahoo.com.br,51956266343,03/31/1957,Campinas,PR,84676783,"600,00",24/01/2024,"600,00",SIM,Platinum
691,Sonia Teixeira,soniateixeira@gmail.com,71981595176,07/28/1999,Manaus,SP,89469859,"600,00",25/04/2024,"600,00",NAO,Silver
692,Zuleica Ribeiro,zuleicaribeiro@yahoo.com.br,nan,12/08/1955,Joinville,PR,93114296,"600,00",22/05/2024,"600,00",SIM,Platinum
693,Iara Lima,,61906746404,07/05/1954,Fortaleza,GO,92142937,"600,00",30/08/2024,"600,00",SIM,Platinum
694,Vitoria Mendes,vitoriamendes@empresa.com.br,81963475796,04/08/1985,Recife,BA,97393483,"600,00",06/05/2025,"600,00",SIM,Bronze
695,Gabriela Nogueira,"gabrielanogueira@gmail,com",67921541708,16/10/1959,Belem,BA,90603932,"600,00",21/01/2025,"600,00",SIM,Bronze
696,Yasmin Ferreira,yasminferreira242@hotmail.com,71972021481,07/06/2006,Londrina,RS,85594098,"600,00",16/08/2024,"600,00",SIM,Gold
697,Carla Esteves,carlaesteves@outlook.com,21900545081,05/06/2002,Florianopolis,SP,88870548,"600,00",19/04/2025,"600,00",SIM,Platinum
698,Karen Ribeiro,karenribeiro@hotmail.com,81922926122,01/04/1985,Joinville,SC,90109613,"600,00",23/02/2024,"600,00",SIM,Gold
699,Ulisses Goncalves,ulissesgoncalves@hotmail.com,71918378557,28/04/1968,Manaus,AM,96001522,"600,00",27/07/2024,"600,00",NAO,Silver
700,Zuleica Cardoso,zuleicacardoso@hotmail.com,51969971613,14/08/1960,Florianopolis,BA,86027323,"600,00",20/07/2024,"600,00",SIM,Platinum
701,Vitoria Goncalves,vitoriagoncalves@hotmail.com,41983862759,11/11/1952,Londrina,RS,90170229,"600,00",22/01/2025,"600,00",SIM,Bronze
702,Ulisses Zanetti,ulisseszanetti@outlook.com,11906052837,28/12/1965,Belem,AM,89420174,"600,00",28/03/2024,"600,00",SIM,Gold
703,Tiago Yamamoto,tiagoyamamoto@empresa.com.br,92960779032,21/02/1998,Goiania,RJ,84510306,"600,00",14/03/2024,"600,00",NAO,Bronze
704,Otavio Almeida,otavioalmeida@empresa.com.br,79916205356,12/06/1952,Florianopolis,PE,94234869,"600,00",31/01/2024,"600,00",SIM,Gold
705,Rafael Cardoso,rafaelcardoso@outlook.com,51917268295,02/07/1997,Goiania,BA,95226984,"600,00",17/01/2025,"600,00",NAO,Bronze
706,Ana Xavier,anaxavier@gmail.com,62987263058,01/11/1966,  Manaus  ,SC,97531816,"600,00",01/03/2024,"600,00",SIM,Gold
707,Eduarda Jardim,eduardajardim@yahoo.com.br,91981294369,09/22/1990,Porto Alegre,SP,81977721,"600,00",08/09/2024,"600,00",NAO,Silver
708,Nataly Cardoso,,83961534922,29/01/1979,Florianopolis,DF,95451497,"600,00",13/02/2024,"600,00",SIM,Silver
709,Ulisses Mendes,ulissesmendes@outlook.com,83941765201,03/01/1974,  Campinas  ,SP,92232986,nan,02/11/2024,"600,00",SIM,Bronze
710,Gabriela Almeida,gabrielaalmeida@yahoo.com.br,91916785313,09/02/1998,Salvador,BA,93709507,"600,00",23/01/2024,"600,00",SIM,Bronze
711,Wagner Almeida,wagneralmeida@hotmail.com,91974435417,27/03/1993,  Goiania  ,GO,86440021,"600,00",17/05/2025,"600,00",NAO,Gold
712,Diego Yamamoto,diegoyamamoto@outlook.com,71934129255,27/06/2003,Joinville,BA,93261290,"600,00",15/08/2024,"600,00",NAO,Silver
713,Tiago Almeida,,84903794052,03/07/1968,Porto Alegre,DF,91668461,"600,00",23/06/2024,"600,00",NAO,Bronze
714,Wagner Pereira,wagnerpereira@outlook.com,62990242233,11/09/1969,  Manaus  ,PA,84948762,"600,00",29/01/2024,"600,00",SIM,Platinum
715,Lucas Cardoso,lucascardoso@outlook.com,61928247868,22/09/1983,  Sao Paulo  ,RS,84892559,"600,00",08/08/2024,"600,00",NAO,Bronze
716,Bruno Barbosa,brunobarbosa@hotmail.com,31993596904,30/01/1973,  Curitiba  ,CE,98451988,"600,00",21/05/2025,"600,00",SIM,Gold
717,Yasmin Barbosa,yasminbarbosa@hotmail.com,83992791675,06/10/1955,Rio de Janeiro,CE,83665507,"600,00",16/09/2024,"600,00",SIM,Platinum
718,Ana Oliveira,anaoliveira@hotmail.com,62949405802,18/09/1975,  Porto Alegre  ,PE,80557597,"600,00",24/08/2025,"600,00",NAO,Silver
